codes,description
299832e11,Penicillamine 125mg tablets (Sigma Pharmaceuticals Plc)
300747e11,Penicillamine 125mg tablets (DE Pharmaceuticals)
300748e11,Penicillamine 125mg tablets (DE Pharmaceuticals)
330027003,Penicillamine 250mg tablets
947611000000000,Penicillamine 250mg tablets
103611e10,Penicillamine 250mg tablets
336111000000000,Penicillamine 250mg tablets (A A H Pharmaceuticals Ltd)
246001e10,Penicillamine 250mg tablets (A A H Pharmaceuticals Ltd)
13711000000000,Distamine 250mg tablets (Alliance Pharmaceuticals Ltd)
246011e10,Distamine 250mg tablets (Alliance Pharmaceuticals Ltd)
795511000000000,Penicillamine 250mg tablets (Actavis UK Ltd)
246021e10,Penicillamine 250mg tablets (Actavis UK Ltd)
366611000000000,Penicillamine 250mg tablets (Teva UK Ltd)
246031e10,Penicillamine 250mg tablets (Teva UK Ltd)
41411000000000,Penicillamine 250mg tablets (Mylan)
246041e10,Penicillamine 250mg tablets (Mylan)
939011000000000,Penicillamine 250mg tablets (Kent Pharmaceuticals Ltd)
246051e10,Penicillamine 250mg tablets (Kent Pharmaceuticals Ltd)
764611000000000,Penicillamine 250mg tablets (Alliance Healthcare (Distribution) Ltd)
246071e10,Penicillamine 250mg tablets (Alliance Healthcare (Distribution) Ltd)
179541e11,Penicillamine 250mg tablets (Phoenix Healthcare Distribution Ltd)
179542e11,Penicillamine 250mg tablets (Phoenix Healthcare Distribution Ltd)
218429e11,Penicillamine 250mg tablets (Waymade Healthcare Plc)
218431e11,Penicillamine 250mg tablets (Waymade Healthcare Plc)
300749e11,Penicillamine 250mg tablets (DE Pharmaceuticals)
30075e12,Penicillamine 250mg tablets (DE Pharmaceuticals)
389617e11,Penicillamine 250mg tablets (Imported)
389618e11,Penicillamine 250mg tablets (Imported)
359245e11,Sodium aurothiomalate 10mg/0.5ml solution for injection ampoules
125081e10,Sodium aurothiomalate 10mg/0.5ml solution for injection ampoules
679611000000000,Myocrisin 10mg/0.5ml solution for injection ampoules (Sanofi)
275941e10,Myocrisin 10mg/0.5ml solution for injection ampoules (Sanofi)
359246e11,Sodium aurothiomalate 20mg/0.5ml solution for injection ampoules
118761e10,Sodium aurothiomalate 20mg/0.5ml solution for injection ampoules
494311000000000,Myocrisin 20mg/0.5ml solution for injection ampoules (Sanofi)
275951e10,Myocrisin 20mg/0.5ml solution for injection ampoules (Sanofi)
359247e11,Sodium aurothiomalate 50mg/0.5ml solution for injection ampoules
123731e10,Sodium aurothiomalate 50mg/0.5ml solution for injection ampoules
786611000000000,Myocrisin 50mg/0.5ml solution for injection ampoules (Sanofi)
275981e10,Myocrisin 50mg/0.5ml solution for injection ampoules (Sanofi)
361403e11,Ciclosporin 50mg/1ml solution for infusion ampoules
103381e10,Ciclosporin 50mg/1ml solution for infusion ampoules
911911000000000,Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)
278001e10,Sandimmun 50mg/1ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)
361395e11,Ciclosporin 250mg/5ml solution for infusion ampoules
995611000000000,Ciclosporin 250mg/5ml solution for infusion ampoules
88611000000000,Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)
278041e10,Sandimmun 250mg/5ml concentrate for solution for infusion ampoules (Novartis Pharmaceuticals UK Ltd)
360731e11,"Epoetin alfa 4,000units/0.4ml solution for injection pre-filled syringes"
296781e10,"Epoetin alfa 4,000units/0.4ml solution for injection pre-filled syringes"
296881e10,"Eprex 4,000units/0.4ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
297071e10,"Eprex 4,000units/0.4ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128796e11,"Binocrit 4,000units/0.4ml solution for injection pre-filled syringes (Sandoz Ltd)"
128797e11,"Binocrit 4,000units/0.4ml solution for injection pre-filled syringes (Sandoz Ltd)"
360729e11,"Epoetin alfa 2,000units/0.5ml solution for injection pre-filled syringes"
297141e10,"Epoetin alfa 2,000units/0.5ml solution for injection pre-filled syringes"
297151e10,"Eprex 2,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
297161e10,"Eprex 2,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
146097e11,Pimecrolimus 1% cream
301131e10,Pimecrolimus 1% cream
405061e10,Pimecrolimus 1% cream
405071e10,Pimecrolimus 1% cream
301141e10,Elidel 1% cream (Mylan)
301151e10,Elidel 1% cream (Mylan)
405081e10,Elidel 1% cream (Mylan)
405091e10,Elidel 1% cream (Mylan)
407889001,Tacrolimus 0.03% ointment
338251e10,Tacrolimus 0.03% ointment
338261e10,Tacrolimus 0.03% ointment
338301e10,Protopic 0.03% ointment (LEO Pharma)
338341e10,Protopic 0.03% ointment (LEO Pharma)
338371e10,Protopic 0.03% ointment (LEO Pharma)
407890005,Tacrolimus 0.1% ointment
338441e10,Tacrolimus 0.1% ointment
338461e10,Tacrolimus 0.1% ointment
338471e10,Protopic 0.1% ointment (LEO Pharma)
338481e10,Protopic 0.1% ointment (LEO Pharma)
338511e10,Protopic 0.1% ointment (LEO Pharma)
364661e11,Tacrolimus 0.1% ointment (Teva UK Ltd)
364662e11,Tacrolimus 0.1% ointment (Teva UK Ltd)
364663e11,Tacrolimus 0.1% ointment (Teva UK Ltd)
365264e11,Tacrolimus 0.1% ointment (Accord Healthcare Ltd)
365265e11,Tacrolimus 0.1% ointment (Accord Healthcare Ltd)
365266e11,Tacrolimus 0.1% ointment (Accord Healthcare Ltd)
365296e11,Tacrolimus 0.1% ointment (A A H Pharmaceuticals Ltd)
365297e11,Tacrolimus 0.1% ointment (A A H Pharmaceuticals Ltd)
365302e11,Tacrolimus 0.1% ointment (A A H Pharmaceuticals Ltd)
366472e11,Tacrolimus 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
366475e11,Tacrolimus 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
366479e11,Tacrolimus 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
378172e11,Tacrolimus 0.1% ointment (DE Pharmaceuticals)
378174e11,Tacrolimus 0.1% ointment (DE Pharmaceuticals)
378176e11,Tacrolimus 0.1% ointment (DE Pharmaceuticals)
392643e11,Tacrolimus 0.1% ointment (Medihealth (Northern) Ltd)
392644e11,Tacrolimus 0.1% ointment (Medihealth (Northern) Ltd)
392646e11,Tacrolimus 0.1% ointment (Medihealth (Northern) Ltd)
361393e11,Ciclosporin 100mg/ml oral solution sugar free
349031e10,Ciclosporin 100mg/ml oral solution sugar free
349041e10,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
349061e10,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
349071e10,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
349081e10,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
352067e11,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)
352068e11,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)
360727e11,"Epoetin alfa 1,000units/0.5ml solution for injection pre-filled syringes"
360591e10,"Epoetin alfa 1,000units/0.5ml solution for injection pre-filled syringes"
360631e10,"Eprex 1,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
360671e10,"Eprex 1,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128786e11,"Binocrit 1,000units/0.5ml solution for injection pre-filled syringes (Sandoz Ltd)"
128787e11,"Binocrit 1,000units/0.5ml solution for injection pre-filled syringes (Sandoz Ltd)"
360635e11,Epoetin beta 500units/0.3ml solution for injection pre-filled syringes
360811e10,Epoetin beta 500units/0.3ml solution for injection pre-filled syringes
360861e10,NeoRecormon 500units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)
360921e10,NeoRecormon 500units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)
36073e12,"Epoetin alfa 3,000units/0.3ml solution for injection pre-filled syringes"
360831e10,"Epoetin alfa 3,000units/0.3ml solution for injection pre-filled syringes"
360871e10,"Eprex 3,000units/0.3ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
360881e10,"Eprex 3,000units/0.3ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128794e11,"Binocrit 3,000units/0.3ml solution for injection pre-filled syringes (Sandoz Ltd)"
128795e11,"Binocrit 3,000units/0.3ml solution for injection pre-filled syringes (Sandoz Ltd)"
360733e11,"Epoetin alfa 5,000units/0.5ml solution for injection pre-filled syringes"
360981e10,"Epoetin alfa 5,000units/0.5ml solution for injection pre-filled syringes"
361011e10,"Eprex 5,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361051e10,"Eprex 5,000units/0.5ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128798e11,"Binocrit 5,000units/0.5ml solution for injection pre-filled syringes (Sandoz Ltd)"
128799e11,"Binocrit 5,000units/0.5ml solution for injection pre-filled syringes (Sandoz Ltd)"
360738e11,"Epoetin beta 1,000units/0.3ml solution for injection pre-filled syringes"
361041e10,"Epoetin beta 1,000units/0.3ml solution for injection pre-filled syringes"
361171e10,"NeoRecormon 1,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
361201e10,"NeoRecormon 1,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
360734e11,"Epoetin alfa 6,000units/0.6ml solution for injection pre-filled syringes"
361121e10,"Epoetin alfa 6,000units/0.6ml solution for injection pre-filled syringes"
361151e10,"Eprex 6,000units/0.6ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361161e10,"Eprex 6,000units/0.6ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
1288e13,"Binocrit 6,000units/0.6ml solution for injection pre-filled syringes (Sandoz Ltd)"
128801e11,"Binocrit 6,000units/0.6ml solution for injection pre-filled syringes (Sandoz Ltd)"
360735e11,"Epoetin alfa 7,000units/0.7ml solution for injection pre-filled syringes"
361221e10,"Epoetin alfa 7,000units/0.7ml solution for injection pre-filled syringes"
361261e10,"Eprex 7,000units/0.7ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361271e10,"Eprex 7,000units/0.7ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
360736e11,"Epoetin alfa 8,000units/0.8ml solution for injection pre-filled syringes"
361351e10,"Epoetin alfa 8,000units/0.8ml solution for injection pre-filled syringes"
361411e10,"Eprex 8,000units/0.8ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361421e10,"Eprex 8,000units/0.8ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128802e11,"Binocrit 8,000units/0.8ml solution for injection pre-filled syringes (Sandoz Ltd)"
128803e11,"Binocrit 8,000units/0.8ml solution for injection pre-filled syringes (Sandoz Ltd)"
360737e11,"Epoetin alfa 9,000units/0.9ml solution for injection pre-filled syringes"
361451e10,"Epoetin alfa 9,000units/0.9ml solution for injection pre-filled syringes"
361481e10,"Eprex 9,000units/0.9ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361531e10,"Eprex 9,000units/0.9ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
360742e11,"Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes"
361541e10,"Epoetin beta 2,000units/0.3ml solution for injection pre-filled syringes"
361591e10,"NeoRecormon 2,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
361621e10,"NeoRecormon 2,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
360728e11,"Epoetin alfa 10,000units/1ml solution for injection pre-filled syringes"
361631e10,"Epoetin alfa 10,000units/1ml solution for injection pre-filled syringes"
361651e10,"Eprex 10,000units/1ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
361671e10,"Eprex 10,000units/1ml solution for injection pre-filled syringes (Janssen-Cilag Ltd)"
128804e11,"Binocrit 10,000units/1ml solution for injection pre-filled syringes (Sandoz Ltd)"
128805e11,"Binocrit 10,000units/1ml solution for injection pre-filled syringes (Sandoz Ltd)"
360732e11,"Epoetin alfa 40,000units/1ml solution for injection vials"
361741e10,"Epoetin alfa 40,000units/1ml solution for injection vials"
361771e10,"Eprex 40,000units/1ml solution for injection vials (Janssen-Cilag Ltd)"
361791e10,"Eprex 40,000units/1ml solution for injection vials (Janssen-Cilag Ltd)"
360744e11,"Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes"
361761e10,"Epoetin beta 3,000units/0.3ml solution for injection pre-filled syringes"
361821e10,"NeoRecormon 3,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
361911e10,"NeoRecormon 3,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
360632e11,"Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes"
362101e10,"Epoetin beta 4,000units/0.3ml solution for injection pre-filled syringes"
362131e10,"NeoRecormon 4,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
362141e10,"NeoRecormon 4,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
360633e11,"Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes"
362221e10,"Epoetin beta 5,000units/0.3ml solution for injection pre-filled syringes"
362231e10,"NeoRecormon 5,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
362251e10,"NeoRecormon 5,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
360636e11,"Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes"
362341e10,"Epoetin beta 6,000units/0.3ml solution for injection pre-filled syringes"
362391e10,"NeoRecormon 6,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
362411e10,"NeoRecormon 6,000units/0.3ml solution for injection pre-filled syringes (Roche Products Ltd)"
36074e12,"Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes"
362491e10,"Epoetin beta 10,000units/0.6ml solution for injection pre-filled syringes"
362521e10,"NeoRecormon 10,000units/0.6ml solution for injection pre-filled syringes (Roche Products Ltd)"
362721e10,"NeoRecormon 10,000units/0.6ml solution for injection pre-filled syringes (Roche Products Ltd)"
360939e11,Desferrioxamine 500mg powder for solution for injection vials
375751e10,Desferrioxamine 500mg powder for solution for injection vials
375761e10,Desferal 500mg powder for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
375801e10,Desferal 500mg powder for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
529011e10,Desferrioxamine 500mg powder for solution for injection vials (Pfizer Ltd)
529021e10,Desferrioxamine 500mg powder for solution for injection vials (Pfizer Ltd)
19668e12,Desferrioxamine 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
196681e11,Desferrioxamine 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
230579e11,Desferrioxamine 500mg powder for solution for injection vials (Kent Pharmaceuticals Ltd)
23058e12,Desferrioxamine 500mg powder for solution for injection vials (Kent Pharmaceuticals Ltd)
330041007,Auranofin 3mg tablets
380151e10,Auranofin 3mg tablets
146537e11,Auranofin 3mg tablets
297598e11,Auranofin 3mg tablets
380181e10,Ridaura Tiltab 3mg tablets (Astellas Pharma Ltd)
380211e10,Ridaura Tiltab 3mg tablets (Astellas Pharma Ltd)
297599e11,Auranofin 3mg tablets (Special Order)
297601e11,Auranofin 3mg tablets (Special Order)
329484004,Deferiprone 500mg tablets
396351e10,Deferiprone 500mg tablets
396381e10,Ferriprox 500mg tablets (Chiesi Ltd)
396391e10,Ferriprox 500mg tablets (Chiesi Ltd)
379847e11,Deferiprone 500mg tablets (Lipomed GmbH)
379848e11,Deferiprone 500mg tablets (Lipomed GmbH)
385616e11,Deferiprone 500mg tablets (A A H Pharmaceuticals Ltd)
385618e11,Deferiprone 500mg tablets (A A H Pharmaceuticals Ltd)
397551e10,Darbepoetin alfa 15micrograms/0.375ml solution for injection pre-filled syringes
397081e10,Darbepoetin alfa 15micrograms/0.375ml solution for injection pre-filled syringes
397091e10,Aranesp 15micrograms/0.375ml solution for injection pre-filled syringes (Amgen Ltd)
397121e10,Aranesp 15micrograms/0.375ml solution for injection pre-filled syringes (Amgen Ltd)
397561e10,Darbepoetin alfa 20micrograms/0.5ml solution for injection pre-filled syringes
397151e10,Darbepoetin alfa 20micrograms/0.5ml solution for injection pre-filled syringes
397171e10,Aranesp 20micrograms/0.5ml solution for injection pre-filled syringes (Amgen Ltd)
397191e10,Aranesp 20micrograms/0.5ml solution for injection pre-filled syringes (Amgen Ltd)
397511e10,Darbepoetin alfa 30micrograms/0.3ml solution for injection pre-filled syringes
397201e10,Darbepoetin alfa 30micrograms/0.3ml solution for injection pre-filled syringes
397211e10,Aranesp 30micrograms/0.3ml solution for injection pre-filled syringes (Amgen Ltd)
397221e10,Aranesp 30micrograms/0.3ml solution for injection pre-filled syringes (Amgen Ltd)
397521e10,Darbepoetin alfa 40micrograms/0.4ml solution for injection pre-filled syringes
397231e10,Darbepoetin alfa 40micrograms/0.4ml solution for injection pre-filled syringes
397241e10,Aranesp 40micrograms/0.4ml solution for injection pre-filled syringes (Amgen Ltd)
397251e10,Aranesp 40micrograms/0.4ml solution for injection pre-filled syringes (Amgen Ltd)
397531e10,Darbepoetin alfa 50micrograms/0.5ml solution for injection pre-filled syringes
397261e10,Darbepoetin alfa 50micrograms/0.5ml solution for injection pre-filled syringes
397271e10,Aranesp 50micrograms/0.5ml solution for injection pre-filled syringes (Amgen Ltd)
397281e10,Aranesp 50micrograms/0.5ml solution for injection pre-filled syringes (Amgen Ltd)
397541e10,Darbepoetin alfa 60micrograms/0.3ml solution for injection pre-filled syringes
397291e10,Darbepoetin alfa 60micrograms/0.3ml solution for injection pre-filled syringes
397301e10,Aranesp 60micrograms/0.3ml solution for injection pre-filled syringes (Amgen Ltd)
397311e10,Aranesp 60micrograms/0.3ml solution for injection pre-filled syringes (Amgen Ltd)
398321e10,Darbepoetin alfa 10micrograms/0.4ml solution for injection pre-filled syringes
397571e10,Darbepoetin alfa 10micrograms/0.4ml solution for injection pre-filled syringes
397581e10,Aranesp 10micrograms/0.4ml solution for injection pre-filled syringes (Amgen Ltd)
397601e10,Aranesp 10micrograms/0.4ml solution for injection pre-filled syringes (Amgen Ltd)
134640000,Sirolimus 1mg/ml oral solution sugar free
409091e10,Sirolimus 1mg/ml oral solution sugar free
409101e10,Rapamune 1mg/ml oral solution (Pfizer Ltd)
409111e10,Rapamune 1mg/ml oral solution (Pfizer Ltd)
395278001,Sirolimus 1mg tablets
409121e10,Sirolimus 1mg tablets
409131e10,Sirolimus 1mg tablets
409141e10,Rapamune 1mg tablets (Pfizer Ltd)
409151e10,Rapamune 1mg tablets (Pfizer Ltd)
409161e10,Rapamune 1mg tablets (Pfizer Ltd)
360656e11,Etanercept 25mg powder and solvent for solution for injection vials
415651e10,Etanercept 25mg powder and solvent for solution for injection vials
415661e10,Enbrel 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
415671e10,Enbrel 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
110232e11,Enbrel Paediatric 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
110233e11,Enbrel Paediatric 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
360937e11,Desferrioxamine 2g powder for solution for injection vials
415801e10,Desferrioxamine 2g powder for solution for injection vials
367637e11,Desferrioxamine 2g powder for solution for injection vials
415811e10,Desferal 2g powder for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
415821e10,Desferal 2g powder for solution for injection vials (Novartis Pharmaceuticals UK Ltd)
529031e10,Desferrioxamine 2g powder for solution for injection vials (Pfizer Ltd)
529041e10,Desferrioxamine 2g powder for solution for injection vials (Pfizer Ltd)
196683e11,Desferrioxamine 2g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
196686e11,Desferrioxamine 2g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
230581e11,Desferrioxamine 2g powder for solution for injection vials (Kent Pharmaceuticals Ltd)
230582e11,Desferrioxamine 2g powder for solution for injection vials (Kent Pharmaceuticals Ltd)
367642e11,Desferrioxamine 2g powder for solution for injection vials (Kent Pharmaceuticals Ltd)
422561e10,Interferon alfa-2a 9million units/0.5ml solution for injection pre-filled syringes
422401e10,Interferon alfa-2a 9million units/0.5ml solution for injection pre-filled syringes
422411e10,Roferon-A 9million units/0.5ml solution for injection pre-filled syringes (Roche Products Ltd)
422421e10,Roferon-A 9million units/0.5ml solution for injection pre-filled syringes (Roche Products Ltd)
422551e10,Interferon alfa-2a 6million units/0.5ml solution for injection pre-filled syringes
422431e10,Interferon alfa-2a 6million units/0.5ml solution for injection pre-filled syringes
